sentence,label,id,index
"This could have been a very good film, a very interesting look at ancient tradition and oral history, but it should have been a short subject. As it is , it moves at a snail's pace; sure that's part of the life being portrayed, but this was unbearable. I fell asleep watching them make soup and that was a highlight.",0,836,23686
"""When I first saw this I thought it was a joke. All I could think was """"You get the 8MM camera, I'll get my little brother's monster toys, we'll make a movie!"""" Why would anyone in a modern time like 2001 make a sci-fi movie like this, it looks like it was made in the early 80's. With actors that are as wooden as a cigar store indian, a script that was written by the director's 4-year-old son, a camera that was stolen from a burning pawn shop, poverty-row special effects, and",0,837,23688
"I can only agree with many observers that Traffik is one of the most memorable dramas ever made for television. I saw Traffik when it was on TV, and I have just watched it again. I am particularly moved by the haunting original music of Tim Souster, and especially by the dolorous strains of Dmitri Shostakovich's Chamber Symphony in C minor ( the music over the credits and in parts of the film). The music intensifies the desperation of the characters as they pursue their sad f",1,838,23771
"""I went to see this movie today, with hopes that it would involve an at least half-intelligent story. I was extremely disappointed, as it did not. The plot, and the decisions by the main character, were so far-fetched. I was hoping for a """"Dog Day Afternoon""""-type movie, but instead got something totally unacceptable. I actually found myself totally hoping for the """"hero"""" to be knocked off, and I nearly walked out of the theater on several occasions when this should have hap",0,839,23809
"I saw this movie alone when i was an early teen in my hometown in India, at a time when the only thing that fascinated me aside from girls were Tigers. I came home after watching it, with a glazed look in my eye, wanting to be that bloke in the movie that befriended the Tigers. What a movie and what a moment that was! The theatre I saw it in does not exist any and has given way to a shopping mall. I don't know how i'd feel about it now after so many years and do not want to s",1,840,23833
"The subject of children being terminally ill is difficult and saddening but 'The Cure' successfully portrays the idea that it doesn't have to be all doom and gloom and, if anything, children need to have hope and delight in their lives if they are to find peace before the end. It is also a film of remarkable bonds of friendship and the innocence of childhood.<br /><br />The film sees Erik, a dysfunctional adolescent boy with a distant mother, moving into a new area where thei",1,841,23872
I am a German student so sorry for eventually mistakes (I'm working on it ;) )<br /><br />The stylistic very interesting converted and with effective sound effects accentuated platitudinous action of the drama deflect in no way from the horrible bad actors (insincere and unnatural moves and expressions of feelings) and makes so the relatively weird and senseless story less better. Just the typical slasher-genre with in this case very odd action. Many by-plays destroy partly t,0,842,23878
Its a truly awful movie with a laughable storyline.some awful acting.and a script that Ed Wood might be ashamed of.Wagner is laughable in this. He plays his role like number two in Austin Powers.Easily the worst of the Airport movies.1 out of 10,0,843,23900
"""Miscast, badly directed and atrociously written, this is watchable if you have an hour or two to kill or are suffering from insomnia, but only just. Robert Carlyle fully realises his potential as an actor of supreme mediocrity with only one expression to his repertoire (that of a chronically constipated football hooligan nursing a crippling inferiority complex), which he manages at times to alter slightly by flaring his nostrils and baring a row of skewed yellow teeth (this ",0,844,23920
"""...this one. What came to my mind immediately was Loving Annabelle, as it has this same kind of mature mood and distanced dealing with the subject. We simply observe as the story unfolds, without taking sides, or having to confront any """"moral"""" issues (or of course we are, but are not spoon-fed them). Sure, there were some difficult facts to face, and choices to make, but it just flowed. Basically it was just like any other love story, in any other life, with any other sexe",1,845,23969
